prov_code,prov_name,cant_code,cant_name,parr_code,parr_name,urbana
13.0,Manabi,1309.0,Montecristi,130904.0,General Eloy Alfaro,True
13.0,Manabi,1309.0,Montecristi,130905.0,Leonidas Proaño,True
13.0,Manabi,1309.0,Montecristi,130952.0,La Pila,False
13.0,Manabi,1310.0,Pajan,131050.0,Pajan,True
13.0,Manabi,1310.0,Pajan,131051.0,Campozano (La Palma De Pajan),False
13.0,Manabi,1310.0,Pajan,131052.0,Cascol,False
13.0,Manabi,1310.0,Pajan,131053.0,Guale,False
13.0,Manabi,1310.0,Pajan,131054.0,Lascano,False
13.0,Manabi,1311.0,Pichincha,131150.0,Pichincha,True
13.0,Manabi,1311.0,Pichincha,131151.0,Barraganete,False
13.0,Manabi,1311.0,Pichincha,131152.0,San Sebastian,False
13.0,Manabi,1312.0,Rocafuerte,131250.0,Rocafuerte,True
13.0,Manabi,1313.0,Santa Ana,131301.0,Santa Ana,True
13.0,Manabi,1313.0,Santa Ana,131302.0,Lodana,True
13.0,Manabi,1313.0,Santa Ana,131351.0,Ayacucho,False
13.0,Manabi,1313.0,Santa Ana,131352.0,Honorato Vasquez (Cab En Vasquez),False
13.0,Manabi,1313.0,Santa Ana,131353.0,La Union,False
13.0,Manabi,1313.0,Santa Ana,131355.0,San Pablo (Cab En Pueblo Nuevo),False
13.0,Manabi,1314.0,Sucre,131401.0,Bahía De Caráquez,True
13.0,Manabi,1314.0,Sucre,131402.0,Leonidas Plaza Gutiérrez,True
13.0,Manabi,1314.0,Sucre,131453.0,Charapoto,False
13.0,Manabi,1314.0,Sucre,131457.0,San Isidro,False
13.0,Manabi,1315.0,Tosagua,131550.0,Tosagua,True
13.0,Manabi,1315.0,Tosagua,131551.0,Bachillero,False
13.0,Manabi,1315.0,Tosagua,131552.0,Angel Pedro Giler (La Estancilla),False
13.0,Manabi,1316.0,24 De Mayo,131650.0,Sucre,True
13.0,Manabi,1316.0,24 De Mayo,131651.0,Bellavista,False
13.0,Manabi,1316.0,24 De Mayo,131652.0,Noboa,False
13.0,Manabi,1316.0,24 De Mayo,131653.0,Arquitecto Sixto Duran Ballen,False
13.0,Manabi,1317.0,Pedernales,131750.0,Pedernales,True
13.0,Manabi,1317.0,Pedernales,131751.0,Cojimies,False
13.0,Manabi,1317.0,Pedernales,131752.0,Diez De Agosto,False
13.0,Manabi,1317.0,Pedernales,131753.0,Atahualpa,False
13.0,Manabi,1318.0,Olmedo,131850.0,Olmedo,True
13.0,Manabi,1319.0,Puerto Lopez,131950.0,Puerto Lopez,True
13.0,Manabi,1319.0,Puerto Lopez,131951.0,Machalilla,False
13.0,Manabi,1319.0,Puerto Lopez,131952.0,Salango,False
13.0,Manabi,1320.0,Jama,132050.0,Jama,True
13.0,Manabi,1321.0,Jaramijo,132150.0,Jaramijo,True
13.0,Manabi,1322.0,San Vicente,132250.0,San Vicente,True
13.0,Manabi,1322.0,San Vicente,132251.0,Canoa,False
14.0,Morona Santiago,1401.0,Morona,140150.0,Macas,True
14.0,Morona Santiago,1401.0,Morona,140151.0,Alshi (Cab En 9 De Octubre),False
14.0,Morona Santiago,1401.0,Morona,140153.0,General Proaño,False
14.0,Morona Santiago,1401.0,Morona,140156.0,San Isidro,False
14.0,Morona Santiago,1401.0,Morona,140157.0,Sevilla Don Bosco,False
14.0,Morona Santiago,1401.0,Morona,140158.0,Sinai,False
14.0,Morona Santiago,1401.0,Morona,140160.0,Zuña (Zuñac),False
14.0,Morona Santiago,1401.0,Morona,140162.0,Cuchaentza,False
14.0,Morona Santiago,1401.0,Morona,140164.0,Rio Blanco,False
14.0,Morona Santiago,1402.0,Gualaquiza,140201.0,Gualaquiza,True
14.0,Morona Santiago,1402.0,Gualaquiza,140202.0,Mercedes Molina,True
14.0,Morona Santiago,1402.0,Gualaquiza,140251.0,Amazonas (Rosario De Cuyes),False
14.0,Morona Santiago,1402.0,Gualaquiza,140252.0,Bermejos,False
14.0,Morona Santiago,1402.0,Gualaquiza,140253.0,Bomboiza,False
14.0,Morona Santiago,1402.0,Gualaquiza,140254.0,Chiguinda,False
14.0,Morona Santiago,1402.0,Gualaquiza,140255.0,El Rosario,False
14.0,Morona Santiago,1402.0,Gualaquiza,140256.0,Nueva Tarqui,False
14.0,Morona Santiago,1402.0,Gualaquiza,140258.0,El Ideal,False
14.0,Morona Santiago,1403.0,Limon Indanza,140350.0,General Leonidas Plaza Gutierrez,True
14.0,Morona Santiago,1403.0,Limon Indanza,140351.0,Indanza,False
14.0,Morona Santiago,1403.0,Limon Indanza,140353.0,San Antonio (Cab En San Antonio Centro),False
14.0,Morona Santiago,1403.0,Limon Indanza,140356.0,San Miguel De Conchay,False
14.0,Morona Santiago,1403.0,Limon Indanza,140357.0,Sta Susana De Chiviaza (Cab En Chiviaza),False
14.0,Morona Santiago,1403.0,Limon Indanza,140358.0,Yunganza (Cab En El Rosario),False
14.0,Morona Santiago,1404.0,Palora,140450.0,Palora (Metzera),True
14.0,Morona Santiago,1404.0,Palora,140451.0,Arapicos,False
14.0,Morona Santiago,1404.0,Palora,140452.0,Cumanda (Cab En Colonia Agricola Sevilla Del Oro),False
14.0,Morona Santiago,1404.0,Palora,140454.0,Sangay (Cab En Nayamanaca),False
14.0,Morona Santiago,1404.0,Palora,140455.0,16 De Agosto,False
14.0,Morona Santiago,1405.0,Santiago,140550.0,Santiago De Mendez,True
14.0,Morona Santiago,1405.0,Santiago,140551.0,Copal,False
14.0,Morona Santiago,1405.0,Santiago,140552.0,Chupianza,False
14.0,Morona Santiago,1405.0,Santiago,140553.0,Patuca,False
14.0,Morona Santiago,1405.0,Santiago,140554.0,San Luis De El Acho (Cab En El Acho),False
14.0,Morona Santiago,1405.0,Santiago,140556.0,Tayuza,False
14.0,Morona Santiago,1405.0,Santiago,140557.0,San Francisco De Chinimbimi,False
14.0,Morona Santiago,1406.0,Sucua,140650.0,Sucua,True
14.0,Morona Santiago,1406.0,Sucua,140651.0,Asuncion,False
14.0,Morona Santiago,1406.0,Sucua,140652.0,Huambi,False
14.0,Morona Santiago,1406.0,Sucua,140655.0,Santa Marianita De Jesus,False
14.0,Morona Santiago,1407.0,Huamboya,140750.0,Huamboya,True
14.0,Morona Santiago,1407.0,Huamboya,140751.0,Chiguaza,False
14.0,Morona Santiago,1408.0,San Juan Bosco,140850.0,San Juan Bosco,True
14.0,Morona Santiago,1408.0,San Juan Bosco,140851.0,Pan De Azucar,False
14.0,Morona Santiago,1408.0,San Juan Bosco,140852.0,San Carlos De Limon,False
14.0,Morona Santiago,1408.0,San Juan Bosco,140854.0,Santiago De Pananza,False
14.0,Morona Santiago,1409.0,Taisha,140950.0,Taisha,True
14.0,Morona Santiago,1409.0,Taisha,140951.0,Huasaga (Cab En Wampuik),False
14.0,Morona Santiago,1409.0,Taisha,140952.0,Macuma,False
14.0,Morona Santiago,1409.0,Taisha,140953.0,Tuutinentza,False
14.0,Morona Santiago,1409.0,Taisha,140954.0,Pumpuentsa,False
14.0,Morona Santiago,1410.0,Logroño,141050.0,Logroño,True
14.0,Morona Santiago,1410.0,Logroño,141051.0,Yaupi,False
14.0,Morona Santiago,1410.0,Logroño,141052.0,Shimpis,False
14.0,Morona Santiago,1411.0,Pablo Sexto,141150.0,Pablo Sexto,True
14.0,Morona Santiago,1412.0,Tiwintza,141250.0,Santiago,True
14.0,Morona Santiago,1412.0,Tiwintza,141251.0,San Jose De Morona,False
15.0,Napo,1501.0,Tena,150150.0,Tena,True
15.0,Napo,1501.0,Tena,150151.0,Ahuano,False
15.0,Napo,1501.0,Tena,150153.0,Chontapunta,False
15.0,Napo,1501.0,Tena,150154.0,Pano,False
15.0,Napo,1501.0,Tena,150155.0,Puerto Misahualli,False
15.0,Napo,1501.0,Tena,150156.0,Puerto Napo,False
15.0,Napo,1501.0,Tena,150157.0,Talag,False
15.0,Napo,1501.0,Tena,150158.0,San Juan De Muyuna,False
15.0,Napo,1503.0,Archidona,150350.0,Archidona,True
15.0,Napo,1503.0,Archidona,150352.0,Cotundo,False
15.0,Napo,1503.0,Archidona,150354.0,San Pablo De Ushpayacu,False
15.0,Napo,1503.0,Archidona,150356.0,Hatun Sumaku,False
15.0,Napo,1504.0,El Chaco,150450.0,El Chaco,True
15.0,Napo,1504.0,El Chaco,150451.0,Gonzalo Diaz De Pineda (El Bombon),False
15.0,Napo,1504.0,El Chaco,150452.0,Linares,False
15.0,Napo,1504.0,El Chaco,150453.0,Oyacachi,False
15.0,Napo,1504.0,El Chaco,150454.0,Santa Rosa,False
15.0,Napo,1504.0,El Chaco,150455.0,Sardinas,False
15.0,Napo,1507.0,Quijos,150750.0,Baeza,True
15.0,Napo,1507.0,Quijos,150751.0,Cosanga,False
15.0,Napo,1507.0,Quijos,150752.0,Cuyuja,False
15.0,Napo,1507.0,Quijos,150753.0,Papallacta,False
15.0,Napo,1507.0,Quijos,150754.0,San Francisco De Borja (Virgilio Davila),False
15.0,Napo,1507.0,Quijos,150756.0,Sumaco,False
15.0,Napo,1509.0,Carlos Julio Arosemena Tola,150950.0,Carlos Julio Arosemena Tola,True
16.0,Pastaza,1601.0,Pastaza,160150.0,Puyo,True
16.0,Pastaza,1601.0,Pastaza,160152.0,Canelos,False
16.0,Pastaza,1601.0,Pastaza,160154.0,Diez De Agosto,False
16.0,Pastaza,1601.0,Pastaza,160155.0,Fatima,False
16.0,Pastaza,1601.0,Pastaza,160156.0,Montalvo (Andoas),False
16.0,Pastaza,1601.0,Pastaza,160157.0,Pomona,False
16.0,Pastaza,1601.0,Pastaza,160158.0,Rio Corrientes,False
16.0,Pastaza,1601.0,Pastaza,160159.0,Rio Tigre,False
16.0,Pastaza,1601.0,Pastaza,160161.0,Sarayacu,False
16.0,Pastaza,1601.0,Pastaza,160162.0,Simon Bolivar (Cab. En Mushullacta),False
16.0,Pastaza,1601.0,Pastaza,160163.0,Tarqui,False
16.0,Pastaza,1601.0,Pastaza,160164.0,Teniente Hugo Ortiz,False
16.0,Pastaza,1601.0,Pastaza,160165.0,Veracruz (Indillama) (Cab. En Indillama),False
16.0,Pastaza,1601.0,Pastaza,160166.0,El Triunfo,False
16.0,Pastaza,1602.0,Mera,160250.0,Mera,True
16.0,Pastaza,1602.0,Mera,160251.0,Madre Tierra,False
16.0,Pastaza,1602.0,Mera,160252.0,Shell,False
16.0,Pastaza,1603.0,Santa Clara,160350.0,Santa Clara,True
16.0,Pastaza,1603.0,Santa Clara,160351.0,San Jose,False
16.0,Pastaza,1604.0,Arajuno,160450.0,Arajuno,True
16.0,Pastaza,1604.0,Arajuno,160451.0,Curaray,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170101.0,Belisario Quevedo,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170102.0,Carcelén,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170103.0,Centro Histórico,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170104.0,Cochapamba,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170105.0,Comité Del Pueblo,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170106.0,Cotocollao,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170107.0,Chilibulo,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170108.0,Chillogallo,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170109.0,Chimbacalle,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170110.0,El Condado,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170111.0,Guamaní,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170112.0,Iñaquito,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170113.0,Itchimbia,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170114.0,Jipijapa,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170115.0,Kennedy,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170116.0,La Argelia,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170117.0,La Concepción,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170118.0,La Ecuatoriana,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170119.0,La Ferroviaria,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170120.0,La Libertad,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170121.0,La Magdalena,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170122.0,La Mena,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170123.0,Mariscal Sucre,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170124.0,Ponceano,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170125.0,Puengasí,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170126.0,Quitumbe,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170127.0,Rumipamba,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170128.0,San Bartolo,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170129.0,San Isidro Del Inca,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170130.0,San Juan,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170131.0,Solanda,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170132.0,Turubamba,True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170150.0,"Quito Distrito Metropolitano, Cabecera Cantonal, Capital Provincial Y De La Republica Del Ecuador",True
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170151.0,Alangasi,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170152.0,Amaguaña,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170153.0,Atahualpa (Habaspamba),False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170154.0,Calacali,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170155.0,Calderon (Carapungo),False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170156.0,Conocoto,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170157.0,Cumbaya,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170158.0,Chavezpamba,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170159.0,Checa (Chilpa),False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170160.0,El Quinche,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170161.0,Gualea,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170162.0,Guangopolo,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170163.0,Guayllabamba,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170164.0,La Merced,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170165.0,Llano Chico,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170166.0,Lloa,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170168.0,Nanegal,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170169.0,Nanegalito,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170170.0,Nayon,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170171.0,Nono,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170172.0,Pacto,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170174.0,Perucho,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170175.0,Pifo,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170176.0,Pintag,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170177.0,Pomasqui,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170178.0,Puellaro,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170179.0,Puembo,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170180.0,San Antonio,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170181.0,San Jose De Minas,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170183.0,Tababela,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170184.0,Tumbaco,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170185.0,Yaruqui,False
17.0,Pichincha,1701.0,Distrito Metropolitano De Quito,170186.0,Zambiza,False
17.0,Pichincha,1702.0,Cayambe,170202.0,Cayambe,True
17.0,Pichincha,1702.0,Cayambe,170203.0,Juan Montalvo,True
17.0,Pichincha,1702.0,Cayambe,170250.0,"Cayambe, Cabecera Cantonal",True
17.0,Pichincha,1702.0,Cayambe,170251.0,Ascazubi,False
17.0,Pichincha,1702.0,Cayambe,170252.0,Cangahua,False
17.0,Pichincha,1702.0,Cayambe,170253.0,Olmedo (Pesillo),False
17.0,Pichincha,1702.0,Cayambe,170254.0,Oton,False
17.0,Pichincha,1702.0,Cayambe,170255.0,Santa Rosa De Cuzubamba,False
17.0,Pichincha,1702.0,Cayambe,170256.0,San Jose De Ayora,False
17.0,Pichincha,1703.0,Mejia,170350.0,Machachi,True
17.0,Pichincha,1703.0,Mejia,170351.0,Aloag,False
17.0,Pichincha,1703.0,Mejia,170352.0,Aloasi,False
17.0,Pichincha,1703.0,Mejia,170353.0,Cutuglahua,False
17.0,Pichincha,1703.0,Mejia,170354.0,El Chaupi,False
17.0,Pichincha,1703.0,Mejia,170355.0,Manuel Cornejo Astorga (Tandapi),False
17.0,Pichincha,1703.0,Mejia,170356.0,Tambillo,False
17.0,Pichincha,1703.0,Mejia,170357.0,Uyumbicho,False
17.0,Pichincha,1704.0,Pedro Moncayo,170450.0,Tabacundo,True
17.0,Pichincha,1704.0,Pedro Moncayo,170451.0,La Esperanza,False
17.0,Pichincha,1704.0,Pedro Moncayo,170452.0,Malchingui,False
17.0,Pichincha,1704.0,Pedro Moncayo,170453.0,Tocachi,False
17.0,Pichincha,1704.0,Pedro Moncayo,170454.0,Tupigachi,False
17.0,Pichincha,1705.0,Rumiñahui,170501.0,Sangolquí,True
17.0,Pichincha,1705.0,Rumiñahui,170502.0,San Pedro De Taboada,True
17.0,Pichincha,1705.0,Rumiñahui,170503.0,San Rafael,True
17.0,Pichincha,1705.0,Rumiñahui,170550.0,"Sangolqui, Cabecera Cantonal",True
17.0,Pichincha,1705.0,Rumiñahui,170551.0,Cotogchoa,False
17.0,Pichincha,1705.0,Rumiñahui,170552.0,Rumipamba,False
17.0,Pichincha,1707.0,San Miguel De Los Bancos,170750.0,San Miguel De Los Bancos,True
17.0,Pichincha,1707.0,San Miguel De Los Bancos,170751.0,Mindo,False
17.0,Pichincha,1708.0,Pedro Vicente Maldonado,170850.0,Pedro Vicente Maldonado,True
17.0,Pichincha,1709.0,Puerto Quito,170950.0,Puerto Quito,True
18.0,Tungurahua,1801.0,Ambato,180101.0,Atocha  Ficoa,True
18.0,Tungurahua,1801.0,Ambato,180102.0,Celiano Monge,True
18.0,Tungurahua,1801.0,Ambato,180103.0,Huachi Chico,True
18.0,Tungurahua,1801.0,Ambato,180104.0,Huachi Loreto,True
18.0,Tungurahua,1801.0,Ambato,180105.0,La Merced,True
18.0,Tungurahua,1801.0,Ambato,180106.0,La Península,True
18.0,Tungurahua,1801.0,Ambato,180107.0,Matriz,True
18.0,Tungurahua,1801.0,Ambato,180108.0,Pishilata,True
18.0,Tungurahua,1801.0,Ambato,180109.0,San Francisco,True
18.0,Tungurahua,1801.0,Ambato,180150.0,"Ambato, Cabecera Cantonal Y Capital Provincial",True
18.0,Tungurahua,1801.0,Ambato,180151.0,Ambatillo,False
18.0,Tungurahua,1801.0,Ambato,180152.0,Atahualpa (Chisalata),False
18.0,Tungurahua,1801.0,Ambato,180153.0,Augusto N. Martinez (Mundugleo),False
18.0,Tungurahua,1801.0,Ambato,180154.0,Constantino Fernandez (Cab. En Cullitahua),False
18.0,Tungurahua,1801.0,Ambato,180155.0,Huachi Grande,False
18.0,Tungurahua,1801.0,Ambato,180156.0,Izamba,False
18.0,Tungurahua,1801.0,Ambato,180157.0,Juan Benigno Vela,False
18.0,Tungurahua,1801.0,Ambato,180158.0,Montalvo,False
18.0,Tungurahua,1801.0,Ambato,180159.0,Pasa,False
18.0,Tungurahua,1801.0,Ambato,180160.0,Picaigua,False
18.0,Tungurahua,1801.0,Ambato,180161.0,Pilaguin (Pilahuin),False
18.0,Tungurahua,1801.0,Ambato,180162.0,Quisapincha (Quizapincha),False
18.0,Tungurahua,1801.0,Ambato,180163.0,San Bartolome De Pinllo,False
18.0,Tungurahua,1801.0,Ambato,180164.0,San Fernando (Pasa San Fernando),False
18.0,Tungurahua,1801.0,Ambato,180165.0,Santa Rosa,False
18.0,Tungurahua,1801.0,Ambato,180166.0,Totoras,False
18.0,Tungurahua,1801.0,Ambato,180167.0,Cunchibamba,False
18.0,Tungurahua,1801.0,Ambato,180168.0,Unamuncho,False
18.0,Tungurahua,1802.0,Baños De Agua Santa,180250.0,Baños De Agua Santa,True
18.0,Tungurahua,1802.0,Baños De Agua Santa,180251.0,Lligua,False
18.0,Tungurahua,1802.0,Baños De Agua Santa,180252.0,Rio Negro,False
18.0,Tungurahua,1802.0,Baños De Agua Santa,180253.0,Rio Verde,False
18.0,Tungurahua,1802.0,Baños De Agua Santa,180254.0,Ulba,False
18.0,Tungurahua,1803.0,Cevallos,180350.0,Cevallos,True
18.0,Tungurahua,1804.0,Mocha,180450.0,Mocha,True
18.0,Tungurahua,1804.0,Mocha,180451.0,Pinguili,False
18.0,Tungurahua,1805.0,Patate,180550.0,Patate,True
18.0,Tungurahua,1805.0,Patate,180551.0,El Triunfo,False
18.0,Tungurahua,1805.0,Patate,180552.0,Los Andes (Cab. En Poatug),False
18.0,Tungurahua,1805.0,Patate,180553.0,Sucre (Cab. En Sucre-Patate Urcu),False
18.0,Tungurahua,1806.0,Quero,180650.0,Quero,True
18.0,Tungurahua,1806.0,Quero,180651.0,Rumipamba,False
18.0,Tungurahua,1806.0,Quero,180652.0,Yanayacu- Mochapata (Cab. En Yanayacu),False
18.0,Tungurahua,1807.0,Pelileo,180701.0,Pelileo,True
18.0,Tungurahua,1807.0,Pelileo,180702.0,Pelileo Grande,True
18.0,Tungurahua,1807.0,Pelileo,180750.0,"Pelileo, Cabecera Cantonal",True
18.0,Tungurahua,1807.0,Pelileo,180751.0,Benitez (Pachanlica),False
18.0,Tungurahua,1807.0,Pelileo,180752.0,Bolivar,False
18.0,Tungurahua,1807.0,Pelileo,180753.0,Cotalo,False
18.0,Tungurahua,1807.0,Pelileo,180754.0,Chiquicha (Cab. En Chiquicha Grande),False
18.0,Tungurahua,1807.0,Pelileo,180755.0,El Rosario (Rumichaca),False
18.0,Tungurahua,1807.0,Pelileo,180756.0,Garcia Moreno (Chumaqui),False
18.0,Tungurahua,1807.0,Pelileo,180757.0,Guambalo (Huambalo),False
18.0,Tungurahua,1807.0,Pelileo,180758.0,Salasaca,False
18.0,Tungurahua,1808.0,Pillaro,180801.0,Ciudad Nueva,True
18.0,Tungurahua,1808.0,Pillaro,180802.0,Píllaro,True
18.0,Tungurahua,1808.0,Pillaro,180851.0,Baquerizo Moreno,False
18.0,Tungurahua,1808.0,Pillaro,180852.0,Emilio Maria Teran (Rumipamba),False
18.0,Tungurahua,1808.0,Pillaro,180853.0,Marcos Espinel (Chacata),False
18.0,Tungurahua,1808.0,Pillaro,180854.0,Presidente Urbina (Chagrapamba -Patzucul),False
18.0,Tungurahua,1808.0,Pillaro,180855.0,San Andres,False
18.0,Tungurahua,1808.0,Pillaro,180856.0,San Jose De Poalo,False
18.0,Tungurahua,1808.0,Pillaro,180857.0,San Miguelito,False
18.0,Tungurahua,1809.0,Tisaleo,180950.0,Tisaleo,True
18.0,Tungurahua,1809.0,Tisaleo,180951.0,Quinchicoto,False
19.0,Zamora Chinchipe,1901.0,Zamora,190101.0,El Limón,True
19.0,Zamora Chinchipe,1901.0,Zamora,190102.0,Zamora,True
19.0,Zamora Chinchipe,1901.0,Zamora,190151.0,Cumbaratza,False
19.0,Zamora Chinchipe,1901.0,Zamora,190152.0,Guadalupe,False
19.0,Zamora Chinchipe,1901.0,Zamora,190153.0,Imbana (La Victoria De Imbana),False
19.0,Zamora Chinchipe,1901.0,Zamora,190155.0,Sabanilla,False
19.0,Zamora Chinchipe,1901.0,Zamora,190156.0,Timbara,False
19.0,Zamora Chinchipe,1901.0,Zamora,190158.0,San Carlos De Las Minas,False
19.0,Zamora Chinchipe,1902.0,Chinchipe,190250.0,Zumba,True
19.0,Zamora Chinchipe,1902.0,Chinchipe,190251.0,Chito,False
19.0,Zamora Chinchipe,1902.0,Chinchipe,190252.0,El Chorro,False
19.0,Zamora Chinchipe,1902.0,Chinchipe,190254.0,La Chonta,False
19.0,Zamora Chinchipe,1902.0,Chinchipe,190259.0,San Andres,False
19.0,Zamora Chinchipe,1903.0,Nangaritza,190350.0,Guayzimi,True
19.0,Zamora Chinchipe,1903.0,Nangaritza,190351.0,Zurmi,False
19.0,Zamora Chinchipe,1903.0,Nangaritza,190352.0,Nuevo Paraiso,False
19.0,Zamora Chinchipe,1904.0,Yacuambi,190450.0,28 De Mayo (San Jose De Yacuambi),True
19.0,Zamora Chinchipe,1904.0,Yacuambi,190451.0,La Paz,False
19.0,Zamora Chinchipe,1904.0,Yacuambi,190452.0,Tutupali,False
19.0,Zamora Chinchipe,1905.0,Yantzaza,190550.0,Yantzaza (Yanzatza),True
19.0,Zamora Chinchipe,1905.0,Yantzaza,190551.0,Chicaña,False
19.0,Zamora Chinchipe,1905.0,Yantzaza,190553.0,Los Encuentros,False
19.0,Zamora Chinchipe,1906.0,El Pangui,190650.0,El Pangui,True
19.0,Zamora Chinchipe,1906.0,El Pangui,190651.0,El Guisme,False
19.0,Zamora Chinchipe,1906.0,El Pangui,190652.0,Pachicutza,False
19.0,Zamora Chinchipe,1906.0,El Pangui,190653.0,Tundayme,False
19.0,Zamora Chinchipe,1907.0,Centinela Del Condor,190750.0,Zumbi,True
19.0,Zamora Chinchipe,1907.0,Centinela Del Condor,190752.0,Triunfo-Dorado,False
19.0,Zamora Chinchipe,1907.0,Centinela Del Condor,190753.0,Panguintza,False
19.0,Zamora Chinchipe,1908.0,Palanda,190850.0,Palanda,True
19.0,Zamora Chinchipe,1908.0,Palanda,190851.0,El Porvenir Del Carmen,False
19.0,Zamora Chinchipe,1908.0,Palanda,190852.0,San Francisco Del Vergel,False
19.0,Zamora Chinchipe,1908.0,Palanda,190853.0,Valladolid,False
19.0,Zamora Chinchipe,1908.0,Palanda,190854.0,La Canela,False
19.0,Zamora Chinchipe,1909.0,Paquisha,190950.0,Paquisha,True
19.0,Zamora Chinchipe,1909.0,Paquisha,190951.0,Bellavista,False
19.0,Zamora Chinchipe,1909.0,Paquisha,190952.0,Nuevo Quito,False
20.0,Galapagos,2001.0,San Cristobal,200150.0,Puerto Baquerizo Moreno,True
20.0,Galapagos,2001.0,San Cristobal,200151.0,El Progreso,False
20.0,Galapagos,2001.0,San Cristobal,200152.0,Isla Santa Mar-A (Floreana) (Cab. En  Pto. Velasco Ibarra),False
20.0,Galapagos,2002.0,Isabela,200250.0,Puerto Villamil,True
20.0,Galapagos,2003.0,Santa Cruz,200350.0,Puerto Ayora,True
20.0,Galapagos,2003.0,Santa Cruz,200351.0,Bellavista,False
20.0,Galapagos,2003.0,Santa Cruz,200352.0,Santa Rosa,False
21.0,Sucumbios,2101.0,Lago Agrio,210150.0,Nueva Loja,True
21.0,Sucumbios,2101.0,Lago Agrio,210152.0,Dureno,False
21.0,Sucumbios,2101.0,Lago Agrio,210153.0,General Farfan,False
21.0,Sucumbios,2101.0,Lago Agrio,210155.0,El Eno,False
